@relation 'random2.csv'

@attribute name string
@attribute timestamp numeric
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric

@data
05.wav,7.380000,5.110695,4.294628,1.007117,3.404908,5.565277,5.736728,3.764173,1.213917,4.748284,1.045886
05.wav,7.400000,2.683730,3.952584,1.661798,2.437403,5.438968,5.542132,2.535216,5.874105,6.205238,4.022568
05.wav,7.420000,1.440230,4.387664,2.986860,3.168204,2.870122,2.567861,2.614963,5.233431,5.851889,5.958106
05.wav,7.440000,2.994493,4.247321,1.220495,2.873306,4.609138,5.993305,4.988996,3.480484,2.141240,1.659028
05.wav,7.460000,5.456268,4.408050,2.530610,3.298477,6.366587,4.626053,4.469850,5.240927,2.511542,5.776453
05.wav,7.480000,3.355819,1.161168,1.236443,3.907267,6.384216,2.973463,4.425045,1.563780,5.240101,5.228773
05.wav,7.500000,1.519481,4.410771,3.647667,5.295861,3.690900,5.741149,4.210137,3.279488,3.920134,2.546046
05.wav,7.520000,3.139379,0.271923,2.283682,0.665990,6.457948,7.042376,3.985264,2.084578,4.466376,5.420759
05.wav,7.540000,5.467768,0.348039,2.397957,2.727884,7.180722,3.210178,4.237148,3.193162,4.632418,4.064520
05.wav,7.560000,3.564344,2.807269,1.537801,4.391556,6.833582,5.379138,2.411296,3.192704,4.959621,4.800015
05.wav,7.580000,5.093479,2.565250,2.119429,4.693756,3.330775,3.260846,6.153056,3.992920,2.265007,4.767680
05.wav,7.600000,2.156399,1.912198,0.110168,2.769318,2.979692,4.274721,5.310674,3.564790,3.448774,1.716815
05.wav,7.620000,1.178774,1.688839,4.178605,4.391869,3.726698,4.249063,5.518494,4.821250,3.852182,1.998598
05.wav,7.640000,3.881994,2.074798,1.581818,3.871238,7.162286,4.914856,6.351320,1.877841,3.100201,1.190261
05.wav,7.660000,2.474578,1.284128,1.463212,5.298120,2.863386,5.085058,5.634242,1.496402,2.190703,3.322081
05.wav,7.680000,1.987527,3.348940,2.839686,4.812761,5.698538,6.933821,3.220938,3.847682,2.270794,4.978796
05.wav,7.700000,2.812912,0.886810,3.780233,3.334169,2.739605,6.425872,2.653997,6.072741,6.343418,3.233129
05.wav,7.720000,4.156029,1.824505,4.813773,1.809219,6.914544,2.555623,2.630513,4.441530,5.641237,2.176139
05.wav,7.740000,1.076818,4.380069,4.032298,1.943812,7.196487,3.824658,5.927824,5.008634,4.657349,5.742508
05.wav,7.760000,3.460052,4.684930,0.635550,0.818359,7.178745,3.212916,2.662319,1.491130,3.771683,5.038122
05.wav,7.780000,1.019892,5.080760,2.682263,4.703722,6.730910,3.290963,5.202115,5.755071,5.052129,3.900761
05.wav,7.800000,1.064258,1.777225,4.761390,4.059866,2.995603,4.262150,1.544319,5.518399,3.517447,3.586331
05.wav,7.820000,3.391323,0.414999,3.222333,2.112015,5.161824,2.800439,3.930621,4.965480,2.328843,4.742107
05.wav,7.840000,4.371936,0.361569,4.239388,3.171518,6.167947,4.937985,3.473322,3.328994,5.125928,4.784846
05.wav,7.860000,3.267969,1.852645,2.039391,4.898177,3.090237,5.980685,5.353015,3.331119,6.321470,5.616288
05.wav,7.880000,4.526917,1.038168,1.808279,3.062506,5.891950,4.652469,4.652452,4.444625,3.909445,5.619155
05.wav,7.900000,5.530658,4.622708,1.075493,2.457058,6.312622,6.591325,4.571899,5.336887,2.791025,3.088312
05.wav,7.920000,5.594210,3.003486,4.790405,3.358112,6.394151,5.981410,6.508273,2.448772,6.698607,2.104369
05.wav,7.940000,3.927863,1.258188,4.348142,2.695449,3.206559,3.520519,5.992667,5.045613,4.378064,2.732747
05.wav,7.960000,5.531001,0.166486,2.264841,1.025115,6.479899,7.179079,6.439530,6.026647,3.370931,5.620193
05.wav,7.980000,3.291815,3.347508,0.970121,4.255773,6.095819,2.491898,2.889101,2.444649,6.125166,4.899980
05.wav,8.000000,3.628612,3.737485,2.966184,2.616636,5.315568,5.331519,6.443026,3.808953,3.990783,3.745285
05.wav,8.020000,2.335530,1.678996,2.442880,3.781827,5.399812,3.920063,3.091290,5.936046,4.845186,1.234537
05.wav,8.040000,5.051082,3.021095,2.000372,3.082131,2.530906,6.450616,6.241566,5.650916,5.007354,3.196354
05.wav,8.060000,3.386887,5.115349,2.615194,2.405595,5.941937,7.189893,4.840371,2.240677,6.537116,2.482212
05.wav,8.080000,2.823488,0.359105,3.097085,3.164752,3.095869,4.317704,2.486077,4.456531,5.199806,2.366736
05.wav,8.100000,4.148466,1.516875,3.345438,2.534625,7.022834,3.289314,3.601842,3.938308,5.507306,4.074952
05.wav,8.120000,1.115995,1.947768,1.648675,3.690124,7.020101,3.667005,6.276195,5.053053,3.193423,4.279177
05.wav,8.140000,3.352506,1.907458,2.549414,1.362160,3.887949,7.230627,2.084833,5.092577,5.336910,4.304360
05.wav,8.160000,4.936914,2.049469,4.693386,3.654317,5.118239,2.481298,5.943934,3.829444,4.781690,3.328089
05.wav,8.180000,5.134290,3.596680,0.780166,4.584478,3.451325,5.887399,2.889400,3.683670,5.374472,3.535988
05.wav,8.200000,4.809537,3.774645,3.920737,4.310867,6.219309,2.490614,2.982407,3.419059,4.188555,2.154489
05.wav,8.220000,4.649783,2.120344,3.038562,2.465252,5.582264,5.906723,4.764366,4.029130,5.328809,1.165166
05.wav,8.240000,1.910346,3.524542,1.846191,5.079959,5.127176,6.364324,1.684878,3.843930,4.161964,2.249463
05.wav,8.260000,5.027224,5.042209,2.349235,3.846926,6.906174,5.237465,2.472377,3.378335,3.483129,4.855580
05.wav,8.280000,5.107977,1.576560,3.098830,2.843978,6.362848,3.838837,6.401045,4.851884,5.565381,3.062256
05.wav,8.300000,1.895891,4.884204,2.243739,1.764933,5.683059,4.948797,1.685616,4.754498,3.751316,5.910615
05.wav,8.320000,4.202604,2.413160,0.165972,4.812456,2.730235,4.815936,5.497417,3.499567,6.038729,1.116001
05.wav,8.340000,5.428221,2.363178,2.785745,4.465481,4.822193,5.065982,3.714067,5.392050,6.415717,4.943070
05.wav,8.360000,2.713943,1.316757,4.064581,0.667476,3.592034,3.393147,5.152341,6.151269,5.659745,3.884132
05.wav,8.380000,1.082979,4.035320,2.831212,5.356787,4.968183,3.695700,3.534207,1.467393,2.086597,4.316670
05.wav,8.400000,3.175268,4.315358,2.043539,1.384446,6.029545,3.281113,3.139124,4.581324,4.090831,5.071141
05.wav,8.420000,4.368608,2.404370,3.588666,4.943112,7.240214,6.347085,4.569002,4.447042,3.758656,5.963774
05.wav,8.440000,5.508511,2.224625,3.408506,5.108673,2.726704,5.990555,1.809285,2.497722,6.301734,1.537161
05.wav,8.460000,1.945680,3.325131,3.299128,5.220291,6.654893,3.116241,5.798277,3.390378,4.669814,5.757465
05.wav,8.480000,2.067168,3.694058,0.432600,5.173478,2.964820,3.799671,6.021083,6.157087,5.398947,1.167873
05.wav,8.500000,2.194597,4.189829,0.854506,1.848361,5.650878,3.327404,4.137986,2.923818,4.171463,4.115008
05.wav,8.520000,1.757535,0.275662,2.812064,5.333356,4.407047,7.161243,2.440067,1.667914,3.280175,3.576211
05.wav,8.540000,2.848955,2.633503,4.066663,5.396738,3.158685,5.343485,3.597769,4.425132,5.620750,2.969754
05.wav,8.560000,1.329320,4.519135,0.364504,5.541199,6.254317,3.161370,4.476745,4.329110,2.971921,3.398595
05.wav,8.580000,1.568293,2.396553,1.695672,5.592375,6.652406,4.536188,5.867193,3.409496,3.149145,4.384558
05.wav,8.600000,5.251676,5.013936,3.724329,4.758316,3.769046,6.632272,4.885175,3.802052,3.543832,4.891133
05.wav,8.620000,2.588265,3.731763,3.658596,1.837985,2.730048,2.712208,3.107626,4.014221,2.429714,2.323156
05.wav,8.640000,5.244092,3.625859,1.212766,2.524326,6.591199,3.973491,6.320416,4.053509,5.229148,4.513423
05.wav,8.660000,2.504577,1.967965,2.860406,5.206277,5.485736,5.230701,6.132298,4.557212,4.734756,2.440793
05.wav,8.680000,4.933880,3.979675,4.113055,0.817696,5.043186,2.935187,6.146056,5.067752,5.360421,6.015048
05.wav,8.700000,5.459579,0.596297,0.623981,1.695158,3.620207,3.941635,4.476083,1.381805,3.153761,5.591349
05.wav,8.720000,1.071402,0.841017,4.518364,2.210520,3.729386,3.722594,2.427106,2.045287,6.644111,3.738242
05.wav,8.740000,4.466416,0.588631,4.385033,4.611006,6.721646,5.286760,3.217905,5.796873,5.461928,5.768815
05.wav,8.760000,5.784140,3.136249,3.055509,2.297639,3.665969,6.942365,4.654126,2.385711,4.067384,4.022144
05.wav,8.780000,2.500290,1.354170,3.970274,4.109626,7.085601,6.379475,3.932749,4.569634,2.003943,3.478036
05.wav,8.800000,2.942162,3.834973,3.485721,2.946666,6.758908,7.228385,5.670855,2.792379,5.980135,4.222882
05.wav,8.820000,5.377866,1.801353,3.951293,5.409942,3.497394,5.979678,5.194284,4.325947,3.664599,4.203771
05.wav,8.840000,3.151967,3.919850,3.112765,4.626457,2.634077,5.029662,2.667143,5.491644,2.676158,5.427245
05.wav,8.860000,1.078550,4.274895,0.886796,1.759635,6.937387,3.343232,2.559613,3.210005,5.054588,3.399243
05.wav,8.880000,2.241988,3.866233,3.676358,4.892365,6.686408,5.735364,1.536199,3.907748,3.041679,5.931870
05.wav,8.900000,3.178695,1.731049,1.031149,4.907069,5.200753,7.430264,4.193245,5.872322,4.159178,2.523374
05.wav,8.920000,2.770054,4.146262,3.076437,4.821924,4.387569,2.927299,3.124072,2.695467,6.713209,5.879870
05.wav,8.940000,2.393339,2.261262,4.364909,3.563811,4.794927,6.534634,5.313304,2.540794,4.849217,1.045637
05.wav,8.960000,3.651937,2.669719,1.076334,3.307746,5.454199,5.143408,4.453122,5.363290,6.227785,1.963471
05.wav,8.980000,1.240227,0.834376,2.424427,1.005220,5.719492,4.747889,4.533677,5.591691,4.517396,4.698510
05.wav,9.000000,2.579351,4.744056,4.379472,4.936856,4.376390,5.637194,3.849995,4.740917,4.174264,5.143798
05.wav,9.020000,5.820244,2.419127,1.224276,5.563111,5.272377,5.040026,6.155566,4.838907,2.805026,5.043764
05.wav,9.040000,2.620322,1.437363,4.740522,0.981450,5.576752,7.243625,1.553172,4.384569,4.972411,5.266463
05.wav,9.060000,3.251279,4.095831,1.762563,1.510291,4.541848,6.889234,1.566899,4.426965,2.337271,5.192803
05.wav,9.080000,3.497678,0.415264,0.450032,4.239418,3.314881,5.280073,3.600776,2.997977,5.611471,4.781585
05.wav,9.100000,5.168144,0.896994,4.315590,3.468153,6.326669,4.954717,5.172293,3.055659,2.516946,2.937747
05.wav,9.120000,3.400745,3.301741,4.009854,4.320898,5.028076,3.607498,5.875956,1.446666,4.394704,4.966709
05.wav,9.140000,5.585360,2.863020,2.939049,0.856672,7.232709,3.949349,5.119597,1.289790,3.909011,5.519805
05.wav,9.160000,5.576534,4.489517,0.846341,5.208234,4.050924,4.715199,6.008634,3.988952,6.054413,3.001086
05.wav,9.180000,4.362553,1.150658,3.708977,2.982902,4.474717,3.634011,5.192906,3.469723,4.768248,1.157375
05.wav,9.200000,1.844567,0.776948,3.222922,1.121770,2.419845,4.942730,2.787677,4.731615,2.982931,4.110399
05.wav,9.220000,0.910241,3.709687,3.995734,5.565267,3.138963,2.612273,5.803263,4.597142,3.982416,1.402215
05.wav,9.240000,5.454302,1.534960,3.261302,3.431211,4.687626,7.022073,5.574203,2.481135,2.279826,3.522581
05.wav,9.260000,3.337750,3.575034,4.184062,3.103503,2.829865,6.537805,3.014507,3.671831,5.875110,1.464344
05.wav,9.280000,2.028219,1.083641,0.246817,1.348069,2.702270,4.291955,4.387694,2.016686,3.518293,4.315142
05.wav,9.300000,1.974686,3.140242,3.929748,3.052502,3.841319,4.550574,3.006418,5.984165,5.472078,5.527599
05.wav,9.320000,4.713001,3.286961,4.204401,5.092802,3.050008,7.329474,3.388277,2.222974,6.535797,3.690519
05.wav,9.340000,2.950545,2.720230,1.840291,4.387175,4.865174,4.756788,2.600100,2.020737,5.479020,3.202659
05.wav,9.360000,4.708877,1.655064,0.814429,4.591580,2.468250,2.679945,3.473848,2.455508,5.081172,2.959510
05.wav,9.380000,2.099686,1.821723,0.196663,5.245436,4.042419,3.546403,4.877121,4.676281,3.587680,2.485245
05.wav,9.400000,4.843251,0.438759,0.538954,1.778450,5.687968,4.483360,2.350400,6.139888,6.632000,2.197111
05.wav,9.420000,3.181867,3.465512,1.578683,3.607497,4.924999,2.526736,5.749195,3.655835,2.959397,2.645163
05.wav,9.440000,1.394622,3.582648,4.903953,5.149149,6.564520,6.687717,6.422477,5.465871,3.189484,5.616930
05.wav,9.460000,5.109630,2.092428,4.358455,2.168508,4.127566,3.786338,4.729234,3.571806,3.705170,1.352128
05.wav,9.480000,3.641775,2.684047,0.306890,2.533383,3.688627,3.111934,3.874120,1.549251,4.518967,4.227921
05.wav,9.500000,5.261078,2.549084,1.927237,3.592214,4.313940,6.837401,3.931997,2.507586,6.377023,3.225178
05.wav,9.520000,1.662481,0.245612,0.968828,5.349170,4.352671,4.114304,5.675219,1.911101,2.448096,5.484053
05.wav,9.540000,5.439844,1.702376,3.884140,0.665484,3.579164,5.493083,5.927388,5.660656,6.935883,5.853795
05.wav,9.560000,4.186675,1.897903,0.113653,5.060711,7.315721,2.552780,1.908606,4.809861,6.638453,5.381575
05.wav,9.580000,1.337712,4.782810,4.063342,4.273900,5.937031,6.445576,3.098848,2.620587,3.351090,3.239672
05.wav,9.600000,1.683041,1.484009,4.692941,1.450239,3.922581,5.489997,4.477205,3.094215,5.974239,4.554153
05.wav,9.620000,3.040287,1.541661,4.218931,5.314303,3.342549,3.968515,6.258417,5.483174,5.751249,4.142107
05.wav,9.640000,3.555235,1.900612,0.509345,3.253857,4.378989,2.860734,4.040688,3.637241,3.567912,1.944188
05.wav,9.660000,4.884451,1.155685,3.816806,2.184075,6.325640,2.646754,4.729158,5.429204,3.889842,3.485803
05.wav,9.680000,2.134843,4.367226,2.421002,5.099239,3.536446,6.761892,2.719279,3.495836,3.371019,3.253703
05.wav,9.700000,3.454921,4.454628,1.478287,4.534303,5.764997,5.656920,2.344474,3.067607,3.285963,4.902202
05.wav,9.720000,1.995375,2.898183,2.192426,3.712295,4.385094,3.387530,2.149950,1.798084,5.728219,1.358733
05.wav,9.740000,5.004083,4.322697,2.166196,4.486945,5.640816,4.468196,2.842016,2.306321,4.134308,4.979216
05.wav,9.760000,5.163941,2.840832,2.412173,2.641036,2.716947,5.362393,6.154027,3.609773,4.555435,1.262956
05.wav,9.780000,3.730109,2.537430,3.004862,3.992766,4.396177,2.801180,1.859933,1.342493,3.382582,2.136524
05.wav,9.800000,5.660253,3.303231,2.889348,1.960567,6.857168,6.783900,2.522762,5.259181,3.929284,1.399269
05.wav,9.820000,2.839845,4.078274,1.766566,3.645332,6.753344,4.905277,6.283417,4.901441,2.580669,3.468872
05.wav,9.840000,5.248575,4.136421,2.129630,2.629751,4.403585,3.569760,3.407230,3.612858,2.540346,4.349126
05.wav,9.860000,1.035614,2.271159,4.880563,4.333171,4.177640,7.038023,1.627883,1.461995,5.351851,4.055346
05.wav,9.880000,2.370049,3.557935,4.009316,2.365751,6.240411,2.748800,2.782237,2.345606,3.563471,1.815952
05.wav,9.900000,2.683064,1.625827,5.025404,1.659971,6.268339,7.060867,1.752617,3.623374,4.266638,1.963854
05.wav,9.920000,1.353621,0.123802,0.169518,2.793543,5.076659,3.562702,2.209864,5.231432,4.258167,4.422345
05.wav,9.940000,1.566732,0.160670,0.302767,2.118214,2.763422,6.985888,4.118194,5.050917,5.373165,4.228569
05.wav,9.960000,1.553670,4.791667,2.485855,2.874091,3.654626,5.254102,2.535465,1.403737,5.954423,2.069589
05.wav,9.980000,5.471593,0.694366,3.988150,2.338196,5.706980,4.269240,5.844803,1.682960,3.080337,3.921482
05.wav,10.000000,4.638747,1.390651,1.135592,3.290482,4.765649,3.763485,4.067222,3.693549,3.155647,1.581874
05.wav,10.020000,5.032395,4.472588,1.539966,5.536471,6.808091,3.842508,3.036358,4.675208,2.114357,3.306438
05.wav,10.040000,4.375275,2.187145,4.942729,1.127941,5.993635,7.016190,4.654247,2.324845,4.322929,4.000133
05.wav,10.060000,4.424715,3.937881,1.531314,0.940948,7.158720,6.150725,5.302801,4.172070,3.480950,3.506940
05.wav,10.080000,5.606102,1.491398,0.222898,2.330225,7.310082,2.668014,2.208277,2.940106,6.665917,1.930502
05.wav,10.100000,4.049146,0.906476,1.672199,2.326971,3.342620,6.626213,4.015144,4.315869,5.972544,5.107963
05.wav,10.120000,1.728142,1.539241,1.882996,3.128541,3.299742,7.178390,2.792866,3.881578,3.798699,3.632379
05.wav,10.140000,5.126763,1.369312,2.978872,2.850876,4.200178,3.941436,6.114351,5.494198,2.546468,1.700254
05.wav,10.160000,4.294354,0.630699,0.902610,5.057242,5.350494,4.475032,2.486360,2.245304,3.181723,1.710532
05.wav,10.180000,2.279830,1.647094,0.356272,2.350193,7.022746,7.272789,4.422886,2.485232,5.795824,3.874995
05.wav,10.200000,4.425490,2.068494,0.680958,2.093067,2.413071,3.483482,6.522694,3.747743,5.682487,4.077765
05.wav,10.220000,4.859452,3.651596,3.505359,4.619437,7.023647,4.295462,4.632155,5.351275,4.550062,1.108242
05.wav,10.240000,2.139929,1.448134,2.166501,4.789544,3.277576,3.867316,2.036500,4.097746,4.082565,4.134510
05.wav,10.260000,1.986318,4.983016,3.670311,1.450918,2.558347,7.401742,4.376723,1.985525,5.573273,1.580126
05.wav,10.280000,2.170059,2.448065,3.260369,0.730035,4.689050,4.523999,1.803082,5.621163,3.044355,5.846511
05.wav,10.300000,4.406552,2.065474,3.166783,2.933849,7.055675,3.101208,3.244161,4.888172,3.001760,5.529479
05.wav,10.320000,5.064427,1.949195,0.736830,5.106226,3.267758,2.598503,2.444295,5.979461,5.388000,3.357014
05.wav,10.340000,1.466222,0.726970,1.804388,2.193053,4.108418,6.845828,6.121498,2.203187,6.829087,4.902624
05.wav,10.360000,4.378217,2.107080,4.585085,5.613276,4.725076,5.811953,4.993011,3.828851,4.161803,3.947120
05.wav,10.380000,1.629485,4.311936,0.414870,1.417588,6.558413,6.028516,4.915168,3.939513,6.060820,2.407970
05.wav,10.400000,4.394091,4.859252,1.457220,1.679974,3.210876,4.740331,3.973429,2.031588,4.589618,3.478511
05.wav,10.420000,1.042765,3.025316,4.883378,5.310377,7.149361,6.565024,5.615356,1.832760,5.179107,1.552136
05.wav,10.440000,5.345552,3.636049,2.697917,3.240425,3.931897,3.217912,3.526428,4.327881,4.777136,3.542470
05.wav,10.460000,2.039351,1.342294,3.141920,1.270655,5.516411,3.508665,5.423622,3.683198,4.299433,5.782144
05.wav,10.480000,3.585055,4.844240,1.982582,2.487544,3.561801,3.094615,5.498789,2.033457,2.932094,5.700631
05.wav,10.500000,4.852830,1.481617,0.652859,2.005091,2.765224,3.918453,5.148196,5.608822,5.839619,4.656732
05.wav,10.520000,5.364145,2.556588,3.101530,4.712409,7.068866,7.055009,4.151795,2.660298,5.165747,3.317041
05.wav,10.540000,5.208304,2.679776,2.188679,3.513502,3.771034,6.591910,5.375457,3.624107,6.008199,2.197072
05.wav,10.560000,3.843008,1.604992,3.838015,2.763071,2.984667,5.848854,3.787765,3.927320,3.771218,4.538087
05.wav,10.580000,2.421318,2.485980,0.192592,4.556513,3.826149,4.085132,4.757755,4.147154,3.498957,5.536758
05.wav,10.600000,1.088307,0.166393,5.016590,4.654876,2.501386,5.941326,6.021641,1.623470,5.418138,2.914928
05.wav,10.620000,2.903720,2.345425,1.537981,4.325038,5.053840,3.250706,5.604636,3.209232,4.419813,2.756567
05.wav,10.640000,1.479247,0.791532,0.775566,2.243944,3.641385,5.899306,2.667716,3.212442,5.611488,3.053108
05.wav,10.660000,1.760469,4.999426,4.871414,2.634568,7.307046,5.811236,5.631531,1.765492,2.677876,5.685531
05.wav,10.680000,4.958457,2.236898,2.558781,2.520331,3.464292,5.990185,5.870030,4.569675,3.380031,1.934069
05.wav,10.700000,0.869299,2.093046,4.939435,2.729900,3.639009,2.562710,5.069793,3.468338,2.271197,3.371308
05.wav,10.720000,1.097550,2.971170,4.285103,0.764617,3.780249,2.991719,2.608825,1.367076,5.024518,1.020733
05.wav,10.740000,4.705295,0.545262,5.035156,4.330190,6.314765,6.448196,4.241323,4.752607,3.017435,1.669363
05.wav,10.760000,2.359590,1.421553,3.337154,3.534359,4.452061,6.637342,5.987820,3.565984,2.664053,5.030447
05.wav,10.780000,3.956582,0.179214,2.300974,5.097002,4.958659,6.539411,6.435885,4.839881,3.090146,4.345633
05.wav,10.800000,1.452322,3.540619,1.200832,2.290827,4.932175,5.824328,3.217554,2.514780,2.923627,2.145605
05.wav,10.820000,5.197252,3.616847,1.173695,3.827201,2.729715,6.714875,6.319803,1.709204,5.760464,2.156786
05.wav,10.840000,5.356835,1.683421,4.733262,3.361204,6.181786,6.438206,6.521905,4.901814,6.775554,5.775838
05.wav,10.860000,2.370006,3.356438,2.961444,4.376121,5.140864,6.081629,2.251263,1.212353,2.957366,3.464971
05.wav,10.880000,2.940944,2.989977,3.420047,1.892688,7.075570,6.137484,2.827711,5.846438,4.609548,4.369921
05.wav,10.900000,4.168138,4.602309,3.570774,4.910253,5.939810,2.726003,2.045548,4.801500,2.058856,5.553351
05.wav,10.920000,1.475234,0.233736,3.348994,3.091367,2.673944,2.982966,3.993372,3.045144,4.133093,5.430701
05.wav,10.940000,5.758753,2.299795,4.968760,5.478139,6.082659,7.284885,2.367632,2.755070,5.013254,5.756209
05.wav,10.960000,2.352731,4.952972,1.415054,2.621110,2.553561,3.428915,3.448826,5.814125,3.042666,3.071642
05.wav,10.980000,3.562637,3.863359,0.528948,1.766163,3.735973,3.227491,4.503187,4.501964,6.320406,3.833234
05.wav,11.000000,0.918310,2.711691,3.084719,3.883885,5.997976,3.906657,2.057894,2.447862,6.394376,3.339129
05.wav,11.020000,5.078544,2.279101,1.228090,2.905572,3.098339,7.145176,3.289959,3.285923,4.041922,1.870326
05.wav,11.040000,2.796218,4.727128,4.481951,1.559942,7.282994,2.458124,6.292544,3.067888,5.951423,5.239472
05.wav,11.060000,3.457903,1.704486,0.750611,1.446285,6.047944,5.195174,6.384389,5.379077,3.388053,3.426197
05.wav,11.080000,1.442609,1.767675,4.560670,3.752585,6.109556,6.592031,6.148107,6.116049,6.703963,1.841472
05.wav,11.100000,4.970032,2.173920,0.174624,2.823454,5.089482,5.160665,3.931908,5.063893,2.653738,4.894750
05.wav,11.120000,5.179263,0.153411,2.622806,3.844266,6.347412,4.559599,3.045912,1.353445,3.594635,2.363997
05.wav,11.140000,5.043370,1.222784,2.518862,3.562560,6.942675,6.449156,2.021221,3.580643,3.305742,2.951073
05.wav,11.160000,3.941175,1.050544,4.407812,0.837085,7.281403,6.013735,1.561741,1.406820,5.072686,2.758516
05.wav,11.180000,2.441511,1.099550,1.711234,4.445545,5.519418,3.223351,6.153101,4.197249,5.866350,2.976257
05.wav,11.200000,5.847165,1.516397,4.467169,3.517501,5.807206,7.302282,1.935697,2.543040,2.616337,4.700306
05.wav,11.220000,3.748117,3.743684,0.888445,0.940468,4.014362,3.143995,6.420968,2.242563,6.885525,4.960157
05.wav,11.240000,4.345622,1.672893,1.074855,1.784801,4.673250,6.191509,5.284451,2.475289,5.082838,1.947355
05.wav,11.260000,5.793302,1.158419,0.736346,0.684606,6.387456,2.776525,4.917628,5.457282,4.875966,1.047002
05.wav,11.280000,3.650676,1.089902,2.442238,3.706024,6.316988,7.137633,3.840147,2.731949,2.456192,1.742528
05.wav,11.300000,2.905038,3.232572,4.502892,4.159275,5.341368,4.303555,5.400381,5.145368,3.286617,4.048784
05.wav,11.320000,0.919474,1.918821,0.735678,2.789525,6.413878,6.681857,6.499877,2.232809,4.440910,2.402201
05.wav,11.340000,5.772549,3.713162,4.986083,5.556222,6.797523,3.641335,4.759267,6.077857,4.497497,1.519266
05.wav,11.360000,3.717439,2.144376,3.845561,4.716852,6.452831,3.316687,3.263566,4.934063,3.905492,3.703984
05.wav,11.380000,2.423791,4.771867,4.848259,2.438846,7.361751,7.283696,1.730786,4.009365,6.175490,3.275158
05.wav,11.400000,4.528156,5.024395,0.216247,0.899624,5.267428,3.858039,5.335934,4.877025,3.783162,3.364919
05.wav,11.420000,1.827810,0.772890,2.513225,5.054356,4.892544,5.877712,4.109039,5.199147,4.507753,5.376873
05.wav,11.440000,2.300025,2.321868,1.153974,3.699709,2.569048,4.341466,5.010467,3.369182,5.352485,5.423164
05.wav,11.460000,2.482454,3.741302,1.410515,0.987743,6.401651,3.488064,4.469435,2.107762,3.477699,4.901055
05.wav,11.480000,4.291070,2.264626,4.166616,1.801224,6.822626,5.295256,2.765729,5.273951,6.295899,4.250911
05.wav,11.500000,4.678384,0.770999,0.531591,3.876784,5.200354,6.226201,3.293206,1.716651,4.750917,4.878018
05.wav,11.520000,4.025207,3.810668,0.255465,2.491226,3.407304,4.375343,2.488012,2.431542,5.804650,3.170203
05.wav,11.540000,1.350541,4.397397,1.013941,3.411756,5.098318,5.208382,5.224033,3.790544,5.090733,2.387893
05.wav,11.560000,4.192940,4.403280,3.415133,4.380848,5.071580,5.863431,5.609407,5.120328,5.089288,3.129121
05.wav,11.580000,2.550539,3.104007,3.124249,3.486392,3.176899,5.980020,3.643991,1.794244,1.991824,1.190037
05.wav,11.600000,4.823146,4.258510,2.582392,5.290184,4.142934,4.025000,2.586641,2.367239,2.024866,3.070541
05.wav,11.620000,2.758267,1.853995,3.724847,2.650203,2.609728,4.789805,2.657125,2.126537,5.022418,5.665823
05.wav,11.640000,2.222938,3.570981,3.297345,1.329221,5.597794,7.343871,6.417007,1.478175,2.252996,1.077080
05.wav,11.660000,5.226358,0.599432,3.808197,1.287596,7.274852,3.474734,4.694914,6.000959,3.169829,4.230470
05.wav,11.680000,5.789491,1.793468,3.650483,3.727563,4.905111,4.095499,3.711219,3.392977,2.515467,1.812163
05.wav,11.700000,5.675887,3.935816,0.383247,2.994075,6.274791,4.307364,3.168317,3.584673,2.099638,4.904261
05.wav,11.720000,4.458320,1.490012,4.740783,3.459013,3.022027,3.511451,5.969286,4.611604,3.063162,4.821089
05.wav,11.740000,3.672525,3.278331,1.179076,3.533573,4.633081,4.809814,6.317662,2.976154,3.605192,4.947659
05.wav,11.760000,3.548296,5.081674,3.649496,1.241780,5.155804,5.318824,2.304962,4.732979,3.576723,1.249879
05.wav,11.780000,3.469649,2.970069,4.400821,2.715479,4.775364,3.729377,4.088359,4.662132,5.622708,2.344506
05.wav,11.800000,2.857433,0.232767,1.064772,2.791358,3.859281,4.508846,2.989171,5.990178,3.442902,5.894220
05.wav,11.820000,1.650182,3.654822,1.638860,1.323071,5.303011,5.079615,5.331814,1.302609,6.927724,3.245595
05.wav,11.840000,5.150882,1.050771,1.539073,0.951527,5.273837,4.918368,2.294033,5.230688,3.894239,1.400760
05.wav,11.860000,0.857547,0.695828,0.250439,3.826889,7.062566,5.126939,1.594919,5.309570,5.768492,3.940551
05.wav,11.880000,3.700685,0.311044,4.288652,4.614468,6.362518,3.913478,1.712515,2.422373,6.274575,3.563411
05.wav,11.900000,4.857588,3.069952,0.426460,1.115022,2.870276,7.124215,3.391093,5.218316,4.913562,5.289485
05.wav,11.920000,1.051725,4.909611,1.492334,2.756315,6.230289,4.153212,5.672788,6.032417,3.469339,2.770367
05.wav,11.940000,2.722793,0.712958,0.256970,1.569387,5.704351,6.727794,2.686467,2.156899,3.780013,4.164748
05.wav,11.960000,4.163597,1.432448,4.536435,5.624014,7.004887,6.555973,2.382935,2.094924,3.682278,5.288674
